listing_id,description,room_type,host_name,last_review,price,nbhood_full,last_review_year
29522531,Private Cozy Room,Private Room,Yoni,08/06/2019,31,"Brooklyn, Cypress Hills",2019
29528574,Cosy room in spacious Fort Greene apartment,Private Room,Izzy,23/04/2019,60,"Brooklyn, Fort Greene",2019
29531124,Charming private room 2 beds,Private Room,Digna,07/06/2019,65,"Brooklyn, Bedford-Stuyvesant",2019
29531408,Delightful Private Room X,Private Room,Digna,15/05/2019,65,"Brooklyn, Bedford-Stuyvesant",2019
29533666,Designer Brooklyn Townhouse with Garden,Entire Home/Apt,Charlotte,24/06/2019,300,"Brooklyn, Gowanus",2019
29533923,One stop away from manhattan,Private Room,Tina,26/06/2019,85,"Brooklyn, Williamsburg",2019
29535295,"SPACIOUS & COZY APARTMENT, 35 MINS FROM MANHATTAN",Entire Home/Apt,Stacy & Simon,18/06/2019,75,"Brooklyn, Cypress Hills",2019
29535938,Sparkling Pad near Times Square HK -w- Queen Bed,Private Room,Bryan,14/05/2019,225,"Manhattan, Hell's Kitchen",2019
29538158,Private Sunny Mid-century Feng Shui Apartment,Entire Home/Apt,Chiroy,25/05/2019,129,"Manhattan, Washington Heights",2019
29538751,Private bed in a huge apartment! Him-1R-1,Private Room,Nina,04/05/2019,50,"Brooklyn, Bushwick",2019
29539167,Private Bedroom in Bushwick Him-1R-2,Private Room,Nina,22/04/2019,50,"Brooklyn, Bushwick",2019
29539982,Private Bedroom in the heart of Bushwick Him-1R-4,Private Room,Nina,25/05/2019,50,"Brooklyn, Bushwick",2019
29541214,New gorgeous garden view spacious 1BR flat,Entire Home/Apt,Jillian,02/07/2019,150,"Manhattan, East Harlem",2019
29541280,One block from subway: bed for traveler,Shared Room,Anchor,16/06/2019,24,"Brooklyn, Bedford-Stuyvesant",2019
29541353,Quiet sleep share in Brooklyn,Shared Room,Anchor,24/06/2019,32,"Brooklyn, Bedford-Stuyvesant",2019
29541600,New york Single family home,Entire Home/Apt,Thiago Pereira,19/05/2019,200,"Manhattan, East Harlem",2019
29541790,** COZY & SPACIOUS  1/1   -  HARLEM,Entire Home/Apt,Sara,17/06/2019,119,"Manhattan, Harlem",2019
29542612,NEW! 3 Bedroom Central Williamsburg Home,Entire Home/Apt,Lauren,01/07/2019,305,"Brooklyn, Williamsburg",2019
29543433,Large 1 bedroom in Manhattan upper west side,Entire Home/Apt,Simon,21/04/2019,200,"Manhattan, Upper West Side",2019
29543716,"2BR- 3 Beds, Great Location in Midtown Manhattan",Entire Home/Apt,Bono,02/06/2019,206,"Manhattan, Hell's Kitchen",2019
29544793,LUXURY 3BDRM 2BTH Sleeps 10 PPL 30 min to Midtown,Entire Home/Apt,Youssef,04/07/2019,349,"Queens, Astoria",2019
29545994,Nice room available in Astoria for the holidays!,Private Room,Bruna,02/01/2019,70,"Queens, Astoria",2019
29546328,Spacious  convenient room available  immediately!!,Private Room,Marta,01/04/2019,38,"Manhattan, Washington Heights",2019
29546751,Private apartment 10 min walk from train,Entire Home/Apt,Siyi,23/06/2019,139,"Brooklyn, Bedford-Stuyvesant",2019
29547131,Nights in Midtown Manhattan-Ladies Only,Shared Room,Melanie,21/04/2019,39,"Manhattan, Kips Bay",2019
29547577,The Spot! 25 min from NYC walk to Belmont Park,Entire Home/Apt,Sidney,07/07/2019,100,"Queens, Queens Village",2019
29549451,The East Village Home: The Sunlight Room,Private Room,Roni,16/06/2019,125,"Manhattan, East Village",2019
29549783,The Symphony,Private Room,JohnP,05/07/2019,89,"Manhattan, East Village",2019
29550259,Sugar Cove,Private Room,JohnP,01/07/2019,89,"Manhattan, East Village",2019
29558285,Brooklyns Perfect Location!,Entire Home/Apt,Matt,06/07/2019,180,"Brooklyn, Greenpoint",2019
29559309,Artsy + Light. River Views. 30 min to 42nd St.,Private Room,Estelle,25/06/2019,45,"Bronx, Highbridge",2019
29561222,Quite and Comfortable,Private Room,Carmen,05/07/2019,29,"Brooklyn, East New York",2019
29563829,Beautiful Twin Room in Victorian Cottage,Private Room,Summer & Kamilya,09/06/2019,90,"Brooklyn, Flatbush",2019
29564676,Beautiful Bedroom in Booming Bushwick!,Private Room,Maria,03/07/2019,65,"Brooklyn, Bushwick",2019
29565013,True 1BR in East Village with City Views,Entire Home/Apt,Kahrej,01/01/2019,175,"Manhattan, East Village",2019
29567482,Clean & Cozy 1 BR - Great NYC Location,Entire Home/Apt,Julie,13/04/2019,125,"Brooklyn, Gowanus",2019
29570523,MyLittlePlace,Entire Home/Apt,Niko,17/06/2019,90,"Queens, Kew Gardens Hills",2019
29570920,Nice bedroom in Brooklyn !,Private Room,Lea,03/01/2019,50,"Brooklyn, Williamsburg",2019
29573034,Studio Apartment Full Bath 15 Minutes From JFK,Entire Home/Apt,Radhames,30/06/2019,60,"Brooklyn, Cypress Hills",2019
29575293,"""Cabin"" ‚ÄîPrivate Queen Bedroom in Jungly Apartment",Private Room,Ben,05/07/2019,85,"Brooklyn, Bushwick",2019
29576256,(A) Brand New apto just few steps from the train,Private Room,Rosana,26/06/2019,55,"Brooklyn, Bedford-Stuyvesant",2019
29582742,"roomy & chic 1 bdrm w/ skyline views, near trains",Entire Home/Apt,Sara & Kevin,19/05/2019,250,"Brooklyn, Fort Greene",2019
29583389,PERFECT WILLIAMSBURG PLACE W/ BACKYARD OASIS,Private Room,Jamie,21/06/2019,85,"Brooklyn, Williamsburg",2019
29584099,NYC Best 2 Bedroom Apartment Location,Private Room,Paul,07/03/2019,355,"Manhattan, Kips Bay",2019
29584983,Large quiet bedroom near williamsburg bridge,Private Room,Donald,30/05/2019,55,"Brooklyn, Williamsburg",2019
29585263,Brooklyn Bedroom - Warm & Cozy Near Subway (2),Private Room,Jci,20/03/2019,150,"Brooklyn, Bedford-Stuyvesant",2019
29585526,Room in cool apartment with cool people,Private Room,Chezky,29/06/2019,55,"Brooklyn, Bedford-Stuyvesant",2019
29585551,Bushwick Brooklyn Grand Bedroom,Private Room,Lakisha,03/07/2019,58,"Brooklyn, Bushwick",2019
29587811,1 Bedroom in Williamsburg,Private Room,Lucile,19/05/2019,90,"Brooklyn, Williamsburg",2019
29588060,Wonderful Stay at Upper West Side 2BR Apartment,Entire Home/Apt,Jones,30/06/2019,90,"Manhattan, Upper West Side",2019
29588371,San Carlos Hotel One Bedrm Suite/3 beds- up to 6,Private Room,Janet,01/07/2019,399,"Manhattan, Midtown",2019
29588528,(C) Brand New apto just few steps from the train,Private Room,Rosana,01/07/2019,55,"Brooklyn, Bedford-Stuyvesant",2019
29588587,(D) Brand New apto just few steps from the train,Private Room,Rosana,27/06/2019,55,"Brooklyn, Bedford-Stuyvesant",2019
29588640,Hard to Find!! Entire Floor with 2 PRIVATE TERRACE,Private Room,Rosana,30/06/2019,72,"Brooklyn, Bedford-Stuyvesant",2019
29589341,E 74 & 2nd Avenue,Entire Home/Apt,Julie,28/05/2019,123,"Manhattan, Upper East Side",2019
29591004,very small room near Columbia Uni med school,Private Room,Hana,02/01/2019,45,"Manhattan, Washington Heights",2019
29591011,"Cozy, cute room in Williamsburg w/ shared backyard",Private Room,Raqueli,04/05/2019,95,"Brooklyn, Williamsburg",2019
29591891,Large private bedroom,Private Room,Arnaud,15/05/2019,65,"Manhattan, Harlem",2019
29592296,Brick Studio with Great wide Street View,Entire Home/Apt,Studioplus,19/06/2019,260,"Manhattan, Midtown",2019
29592523,"Luxury Studio, one block from Central Park",Entire Home/Apt,Valeria,04/06/2019,260,"Manhattan, Upper West Side",2019
29592768,Filomena‚Äôs,Entire Home/Apt,Alex,23/06/2019,73,"Queens, Ditmars Steinway",2019
29594425,Lovely room in the heart of Wiliamsburg,Private Room,Karim,28/05/2019,60,"Brooklyn, Williamsburg",2019
29596175,Private Room in the heart of Williamsburg,Private Room,Carl,09/01/2019,150,"Brooklyn, Williamsburg",2019
29605532,Serene art-filled apartment near Prospect Park,Entire Home/Apt,Dara,25/06/2019,81,"Brooklyn, Flatbush",2019
29606105,Le Chateau vacation,Private Room,Sharon,02/01/2019,70,"Brooklyn, Canarsie",2019
29607688,"Female only , Close to Manhattan, Safe, Clean,",Shared Room,Melih,21/02/2019,29,"Queens, Sunnyside",2019
29610113,New  Renovation cozy sweet apartmentÔΩ°3 FL,Entire Home/Apt,Alisa,27/05/2019,150,"Brooklyn, Cypress Hills",2019
29611037,1 bedroom apartment across the Central Park,Private Room,Ana,15/04/2019,160,"Manhattan, Upper West Side",2019
29611144,Sunny and cozy room 10 minutes from Times Sq.61F3,Private Room,John,08/06/2019,99,"Manhattan, Hell's Kitchen",2019
29611279,"Quiet, light-filled, Soho apartment",Entire Home/Apt,Alison,24/06/2019,170,"Manhattan, SoHo",2019
29611826,Modern & trendy serenity‚Äîgreat High Line location,Entire Home/Apt,Rachelle,02/06/2019,299,"Manhattan, Chelsea",2019
29612338,Instagrammers Dream Loft,Entire Home/Apt,Peter,27/05/2019,200,"Brooklyn, Bedford-Stuyvesant",2019
29612355,Rare gem nestled in the heart of Bushwick,Entire Home/Apt,Marc,28/04/2019,140,"Brooklyn, Bushwick",2019
29613115,Brooklyn is fun,Private Room,Isaias,15/06/2019,35,"Brooklyn, East Flatbush",2019
29613451,Modern 4story building w/private bathroom elavator,Private Room,Jordan,02/01/2019,90,"Brooklyn, Bedford-Stuyvesant",2019
29614352,Steps from Times Square and Subway!,Private Room,Serim,16/06/2019,99,"Manhattan, Hell's Kitchen",2019
29614580,‚ö° 3 APT in 1--Large groups Travel & stay together‚ö°,Entire Home/Apt,Andy,09/06/2019,350,"Bronx, Williamsbridge",2019
29615968,Cozy&Quiet&Modern sky life in New York,Private Room,Hana,07/01/2019,70,"Queens, Long Island City",2019
29616041,"Cozy Apt in UWS Manhattan, Columbia, Central Park",Private Room,Alvin,18/06/2019,98,"Manhattan, Morningside Heights",2019
29617415,Spacious Manhattan room. Well lit! Always clean.,Private Room,Kazuya,19/05/2019,40,"Manhattan, Harlem",2019
29621716,Large and comfortable in heart of Brooklyn,Entire Home/Apt,Sumana,05/07/2019,150,"Brooklyn, Prospect-Lefferts Gardens",2019
29625454,30 minutes to Times Square! 10 to Williamsburg!,Private Room,Minerva,05/07/2019,75,"Brooklyn, Bedford-Stuyvesant",2019
29625962,Large and charming apartment in the East Village,Entire Home/Apt,Zach,23/06/2019,150,"Manhattan, East Village",2019
29626157,Sun Drenched 1-Bed in the Heart of Park Slope,Entire Home/Apt,Phoebe,19/05/2019,125,"Brooklyn, Park Slope",2019
29626161,"Sunny room in UWS, Columbia,Central Park",Private Room,Alvin,05/07/2019,85,"Manhattan, Morningside Heights",2019
29626345,"Dont Be Shy, Stay in Bedstuy!!!",Entire Home/Apt,Jay,07/07/2019,175,"Brooklyn, Bedford-Stuyvesant",2019
29626682,"Comfort room in UWS, Columbia,CentralPark",Private Room,Alvin,25/06/2019,90,"Manhattan, Morningside Heights",2019
29627988,Upper East Chic 1BR Apartment Near Central Park,Entire Home/Apt,Song,25/06/2019,199,"Manhattan, East Harlem",2019
29628181,2 bed next to Times Square w/ private heated patio,Entire Home/Apt,David,18/02/2019,250,"Manhattan, Hell's Kitchen",2019
29628380,Modern  Studio Apartment,Entire Home/Apt,Dilek,01/07/2019,85,"Brooklyn, Bergen Beach",2019
29628693,Sanctuary Apartment in Ideal NYC Location,Entire Home/Apt,Lewis,01/07/2019,100,"Manhattan, Chinatown",2019
29628834,Manhattan/Step to central park 5th ave/3BR sleep 9,Entire Home/Apt,Takara,23/06/2019,399,"Manhattan, Midtown",2019
29628979,Queen Studio Room In Boutique Hotel,Private Room,Alec,03/06/2019,149,"Brooklyn, Gowanus",2019
29629048,Charming East Village 1B Apt with Rooftop & View,Entire Home/Apt,Caitlyn,30/03/2019,250,"Manhattan, East Village",2019
29629244,Boutique Cozy Queen Room,Private Room,Alec,22/06/2019,139,"Brooklyn, Gowanus",2019
29629527,Cozy Brooklyn Heights,Entire Home/Apt,Dot,09/06/2019,174,"Brooklyn, Boerum Hill",2019
29629819,"Large, Clinton Hill studio with a view.",Entire Home/Apt,Erin,25/06/2019,150,"Brooklyn, Clinton Hill",2019
29629862,Private room in huge Soho apartment,Private Room,Sophie,05/03/2019,80,"Manhattan, SoHo",2019
29629878,Sun-drenched Executive Suite 3,Private Room,Mr. G,28/06/2019,100,"Brooklyn, Bedford-Stuyvesant",2019
29630056,This place Very quiet and fresh!,Private Room,Firuza,02/07/2019,75,"Brooklyn, Flatbush",2019
29630099,Beauty in the heart of downtown Brooklyn,Entire Home/Apt,Banafsheh,03/01/2019,109,"Brooklyn, Cobble Hill",2019
29630190,Cozy Brooklyn Heights - Private Room,Private Room,Dot,19/05/2019,65,"Brooklyn, Boerum Hill",2019
29630728,1 bedroom apartment in Chelsea,Entire Home/Apt,Meaghan,01/07/2019,189,"Manhattan, Chelsea",2019
29630759,"Room @Brooklyn, NY",Private Room,Muhammet,01/01/2019,45,"Brooklyn, Borough Park",2019
29630879,Heart of Astoria- Extremely close to the CITY,Entire Home/Apt,Shuhel,25/02/2019,120,"Queens, Long Island City",2019
29630907,Paris in New York Cozy private entrance&bath bkfst,Private Room,Maureen,30/06/2019,125,"Manhattan, Lower East Side",2019
29631258,Bedroom with private access to patio,Private Room,Jonathan,23/06/2019,45,"Brooklyn, Bedford-Stuyvesant",2019
29631302,"Large Bedroom in Beautiful, Modern Apartment",Private Room,Alfonso,03/01/2019,120,"Manhattan, Hell's Kitchen",2019
29631369,New & Stylish 1 Bedroom Williamsburg,Entire Home/Apt,Caitlin,27/05/2019,82,"Brooklyn, Williamsburg",2019
29631667,"Quiet luxury condo w/ central aircon, roof & W/D",Private Room,Nipun,06/07/2019,72,"Brooklyn, Crown Heights",2019
29631729,Modern Williambsurg Studio in Prime Location,Entire Home/Apt,Alex,30/06/2019,200,"Brooklyn, Williamsburg",2019
29632401,Modern Private Studio  IN East Flatbush,Entire Home/Apt,Elen,23/06/2019,110,"Brooklyn, East Flatbush",2019
29632875,Bright and Cozy Brooklyn Apartment,Private Room,Sophie,14/02/2019,75,"Brooklyn, Williamsburg",2019
29633187,J-BRAND NEW LUXURY ROOM 25 MIN DRIVE TO MANHATTAN,Private Room,Nikole,13/06/2019,64,"Queens, South Ozone Park",2019
29633588,3 BEDS - PRIVATE HALF BATH -NEXT TO METRO,Private Room,"Roo, Nadine And Neil",22/06/2019,100,"Brooklyn, Bedford-Stuyvesant",2019
29635253,New york Cozy studio,Entire Home/Apt,Zhen Zhen,25/06/2019,100,"Queens, Maspeth",2019
29635732,Newly Renovated Spacious 2 Bedroom Apartment!,Entire Home/Apt,Marwa,05/07/2019,140,"Staten Island, Randall Manor",2019
29636554,Cozy room in hip Lower East Side neighborhood,Private Room,Sarah,30/06/2019,83,"Manhattan, Lower East Side",2019
29640481,DESIGNER 1 BEDROOM APARTMENT,Entire Home/Apt,David M,25/06/2019,200,"Manhattan, Hell's Kitchen",2019
29644544,Cosy One-Bedroom in vibrant Washington Heights,Entire Home/Apt,Karen,24/06/2019,125,"Manhattan, Washington Heights",2019
29646041,"Comfortable place, 15 min from JFK & 30 min to NYC",Private Room,Dilenia,31/05/2019,60,"Queens, Woodhaven",2019
29646391,Aiden‚Äôs Red Door - Jr. Penthouse Suite,Private Room,Roxanne,07/07/2019,89,"Brooklyn, Crown Heights",2019
29646454,Large Private room in Astoria. Midtown in 20mins,Private Room,Michael,05/06/2019,90,"Queens, Astoria",2019
29648013,Chic Brand New Maisonette 2BR in Greenpoint,Entire Home/Apt,Katie,19/06/2019,139,"Brooklyn, Greenpoint",2019
29648368,Duplex Room in the heart of Williamsburg,Private Room,Dan,23/06/2019,70,"Brooklyn, Williamsburg",2019
29648584,"Super Cozy Kensington by F,G trains",Private Room,Chadanut,10/03/2019,42,"Brooklyn, Kensington",2019
29649727,Sunny Private Bedroom in Nolita,Private Room,Grace,21/06/2019,85,"Manhattan, Chinatown",2019
29650402,Landmarked Limestone Sanctuary,Entire Home/Apt,Kate,28/04/2019,860,"Brooklyn, Prospect-Lefferts Gardens",2019
29651529,THE LOUVRE MEETS THE HEART OF THE EAST VILLAGE,Entire Home/Apt,Jane,01/07/2019,195,"Manhattan, East Village",2019
29653294,LaGuardia in less than 30. Steps to Supermarket.,Private Room,Kazuya,13/06/2019,31,"Queens, Jackson Heights",2019
29653847,Luxurious Duplex Condo in the heart of Brooklyn,Entire Home/Apt,Roy,29/06/2019,165,"Brooklyn, Prospect-Lefferts Gardens",2019
29654002,Cozy  Studio with  River Views,Entire Home/Apt,Juliet,20/06/2019,95,"Manhattan, East Harlem",2019
29654321,Fab Williamsburg 1 BR w great amenities! #10307,Entire Home/Apt,Tiffany,29/06/2019,250,"Brooklyn, Williamsburg",2019
29654969,Spacious room in Ridgewood,Private Room,Benjamin,08/01/2019,30,"Queens, Ridgewood",2019
29656082,The Perfect Room 1 stop to East Village!,Private Room,Nina,05/07/2019,102,"Brooklyn, Williamsburg",2019
29656826,Rare and spacious apartment. 15 mins to Manhattan.,Entire Home/Apt,Kiryl,09/06/2019,200,"Brooklyn, Williamsburg",2019
29656859,"Petra, Place of Peace ***Female PREFERRED!***",Private Room,Dina,24/03/2019,60,"Queens, Jamaica",2019
29657375,"Gorgeous Room in Williamsburg, 10min to Soho",Private Room,Nina,21/06/2019,102,"Brooklyn, Williamsburg",2019
29657991,1BR Apartment close to Prospect Park,Entire Home/Apt,Marni,07/07/2019,93,"Brooklyn, South Slope",2019
29658517,Close by Central Park,Private Room,Sarah,18/06/2019,110,"Manhattan, Upper West Side",2019
29659322,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,Private Room,Valentine,29/06/2019,70,"Brooklyn, Bedford-Stuyvesant",2019
29659447,Private room. All RENOVATED. 4 stops to MHTN,Private Room,Ramiro,05/06/2019,80,"Queens, Astoria",2019
29660984,charming Bedroom in a quite neighborhood,Private Room,Maya,19/01/2019,46,"Staten Island, Oakwood",2019
29661817,Monet in Manhattan private room w deck & bkfst,Private Room,Maureen,03/07/2019,125,"Manhattan, Lower East Side",2019
29661866,Minimal East Village studio in the BEST location!,Entire Home/Apt,Adela,17/04/2019,110,"Manhattan, East Village",2019
29662414,"Grand Street in Brooklyn, G stop, L stop.",Entire Home/Apt,Alex,29/06/2019,250,"Brooklyn, Williamsburg",2019
29672090,comfortable one-bedroom in great LES location,Entire Home/Apt,Sylvia,24/06/2019,121,"Manhattan, Chinatown",2019
29674265,Stylish studio in the heart of Clinton Hill,Entire Home/Apt,Harris,09/06/2019,105,"Brooklyn, Clinton Hill",2019
29674710,Great New York-korea town1~2,Private Room,Ruby,03/06/2019,65,"Manhattan, Midtown",2019
29674940,Sunlit Backyard in NYC + Walk to Zoo and Gardens!,Entire Home/Apt,Diane,02/01/2019,90,"Bronx, Allerton",2019
29676028,Cozy and new apartment between LES and Chinatown,Entire Home/Apt,Milica,27/06/2019,170,"Manhattan, Chinatown",2019
29676417,New York Moments (Ladies Only),Shared Room,Julia,01/01/2019,39,"Manhattan, Kips Bay",2019
29676867,Home of Harmony,Entire Home/Apt,Harmony,07/07/2019,100,"Brooklyn, Bedford-Stuyvesant",2019
29677326,Ultra Lux Morden 2 Bedrooms suite with court yard,Entire Home/Apt,Sherley,23/06/2019,298,"Queens, St. Albans",2019
29678364,Kan house,Private Room,Kanchana,27/05/2019,180,"Queens, Elmhurst",2019
29678746,KalaJones,Entire Home/Apt,Gunmala,04/01/2019,250,"Manhattan, Roosevelt Island",2019
29678787,Beautiful & bright space in PRIME Williamsburg,Private Room,Amore,25/05/2019,120,"Brooklyn, Williamsburg",2019
29679464,The perfect resting stop,Private Room,Maria,30/06/2019,50,"Brooklyn, Sunset Park",2019
29680105,1 Private Room in West Harlem,Private Room,Bruce,18/02/2019,40,"Manhattan, Harlem",2019
29680716,Stunning Flatiron 1 BR near Subway access to all!,Entire Home/Apt,"Christine,",05/07/2019,189,"Manhattan, Midtown",2019
29681004,Cozy Studio in West Village,Entire Home/Apt,Stephanie,01/06/2019,500,"Manhattan, West Village",2019
29683262,5 mins from Central Park +Community #1,Private Room,OneBaz106,20/05/2019,78,"Manhattan, East Harlem",2019
29683293,Guest room nice family in Cypress Hills  :),Private Room,Mercedes,02/01/2019,45,"Brooklyn, Cypress Hills",2019
29683957,Williamsburg Waterfront Luxury Apartment,Entire Home/Apt,Hannah,14/04/2019,250,"Brooklyn, Williamsburg",2019
29684187,Natural Habitat | ‚ô• SUPER HOST ‚ô•,Private Room,Jessica,02/07/2019,65,"Brooklyn, Bedford-Stuyvesant",2019
29684573,Nice Cozy Room In Brooklyn On A Dead End Block,Private Room,Sean,07/07/2019,45,"Brooklyn, East Flatbush",2019
29685583,"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",Private Room,Genesis,04/07/2019,42,"Manhattan, Harlem",2019
29686576,Cozy NYC Downtown Room,Private Room,Lana,05/07/2019,103,"Manhattan, Lower East Side",2019
29686857,"2BR Apartment in Ridgewood, 20min to Manhattan",Entire Home/Apt,Robin,24/06/2019,115,"Queens, Ridgewood",2019
29686875,"*Spacious, Modern and Charming 1 Bedroom Apt!*",Entire Home/Apt,Max,12/05/2019,90,"Manhattan, Washington Heights",2019
29687049,"ALL PRIVATE - Bedroom, Bath and Kitchenette",Private Room,Bryan,18/06/2019,85,"Brooklyn, Bushwick",2019
29687597,East Village Escape for 2-4 guests!,Entire Home/Apt,Evan,03/07/2019,229,"Manhattan, East Village",2019
29687924,Gorgeous Room with Private Bath in Bedstuy,Private Room,Javier,02/07/2019,95,"Brooklyn, Bedford-Stuyvesant",2019
29688903,Room J near Columbia,Private Room,Stella,22/06/2019,80,"Manhattan, Morningside Heights",2019
29689103,Cozy studio btw upper east side and midtown east,Entire Home/Apt,Roman,24/02/2019,140,"Manhattan, Upper East Side",2019
29689253,Privet Room in GROUND FLOOR apt with FREE parking,Private Room,Rita,05/07/2019,66,"Queens, Rego Park",2019
29690801,Private room next to N train.,Private Room,Onur,25/06/2019,20,"Brooklyn, Borough Park",2019
29697411,Large Cozy Bedroom Near Manhattan & Airport,Private Room,Eugenia,23/01/2019,68,"Queens, Jackson Heights",2019
29698179,QUIET Zen Garden Pad in BEST Brooklyn location!,Entire Home/Apt,Laura,16/06/2019,108,"Brooklyn, Park Slope",2019
29699681,Sunny Penthouse with Williamsburg Bridge view,Entire Home/Apt,Laura,21/05/2019,143,"Brooklyn, Williamsburg",2019
29700382,"Spacious Hell's Kitchen Studio, Amazing Location",Entire Home/Apt,Morgan,26/05/2019,132,"Manhattan, Hell's Kitchen",2019
29701014,"Newly Renovated 3BR Apt,Minutes away from SI Ferry",Entire Home/Apt,Ellouise,07/07/2019,109,"Staten Island, Randall Manor",2019
29701500,New York Chelsea Art Apt.,Entire Home/Apt,Laith,08/06/2019,200,"Manhattan, Chelsea",2019
29701773,Chic one bedroom apartment in the heart of NYC,Entire Home/Apt,Mona,12/06/2019,150,"Manhattan, Hell's Kitchen",2019
29701791,Cozy Private Apartment 4 stops away from 42 st,Private Room,Anya,23/06/2019,70,"Manhattan, Upper West Side",2019
29702007,"Cozy apartment with art, good light, books",Entire Home/Apt,Andrew,18/05/2019,130,"Brooklyn, Carroll Gardens",2019
29702562,DOORMAN Immaculate A/C  Quiet Elegant,Entire Home/Apt,Gerard,01/01/2019,195,"Manhattan, Upper East Side",2019
29703038,LUXARY 2BR DUPLEX LOFT Downtown Brooklyn,Entire Home/Apt,Allen,23/06/2019,191,"Brooklyn, Clinton Hill",2019
29704561,Huge Designer Soho Loft (Elevator) Private Terrace,Entire Home/Apt,Alexander,28/06/2019,350,"Manhattan, Lower East Side",2019
29704596,Fraud,Shared Room,Тest,26/06/2019,147,"Manhattan, Lower East Side",2019
29704955,Huge Room Right by the Myrtle JMZ,Private Room,Hope,22/06/2019,50,"Brooklyn, Bedford-Stuyvesant",2019
29705049,"Sunny, Cozy Apt in the Heart of BedStuy for Cheap",Entire Home/Apt,Linda,09/05/2019,79,"Brooklyn, Bedford-Stuyvesant",2019
29705115,Charming Apt in Historic Greenpoint Brownstone,Entire Home/Apt,Katherine,18/03/2019,150,"Brooklyn, Greenpoint",2019
29705207,Luxurious Ensuite in Historic Brownstone,Private Room,Lucia,24/05/2019,70,"Brooklyn, Bedford-Stuyvesant",2019
29705876,One stop subway from mamhattan,Private Room,Wu,06/01/2019,200,"Queens, Long Island City",2019
29706277,Vintage first floor private room in a 3 bed apt,Private Room,Rita,16/06/2019,60,"Queens, Rego Park",2019
29706750,Sun filled DJ apartment in Williamsburg,Entire Home/Apt,Marie,02/01/2019,200,"Brooklyn, Williamsburg",2019
29707094,Female Shared 2 Bedroom Apt by Lincoln Center,Private Room,Jeane',30/06/2019,100,"Manhattan, Upper West Side",2019
29707860,Entire Basement w/ Warm+Friendly+Brooklyn  Energy!,Entire Home/Apt,Eli,19/05/2019,200,"Brooklyn, Cypress Hills",2019
29708352,Privet living room,Private Room,Steven,02/06/2019,68,"Brooklyn, Canarsie",2019
29708729,Notorious  -_-  15R,Private Room,Felipe,02/07/2019,55,"Manhattan, East Village",2019
29710266,Manhattan Sights & Sound (Ladies Only),Shared Room,Carly,25/03/2019,39,"Manhattan, Kips Bay",2019
29711508,"Cozy  clean room ;LGA 5 mints,JFK 10 mint Astoria",Private Room,Hanine,04/06/2019,50,"Queens, East Elmhurst",2019
29711772,Luxury Apt near the Statue of Liberty,Entire Home/Apt,Susan,26/06/2019,160,"Manhattan, Financial District",2019
29712306,‚òÖPrivate Rooftop‚òÖ- Your Own Townhouse in NYC,Entire Home/Apt,Hazel,02/07/2019,399,"Manhattan, West Village",2019
29712675,"Luxury Two Bedroom Ground Floor, Walk-in Apartment",Entire Home/Apt,Nneka,20/06/2019,115,"Brooklyn, Bedford-Stuyvesant",2019
29722452,Perch Harlem,Entire Home/Apt,Scott,27/05/2019,150,"Manhattan, Harlem",2019
29724480,J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO,Private Room,Darry,17/05/2019,59,"Queens, South Ozone Park",2019
29729573,Brooklyn BedStuy Apt close to Subway and Downtown,Private Room,Olivia,30/06/2019,45,"Brooklyn, Bedford-Stuyvesant",2019
29729728,Apartment in the heart of Williamsburg,Entire Home/Apt,Maya,26/04/2019,100,"Brooklyn, Williamsburg",2019
29730504,Brooklyn Apartment with tons of light,Entire Home/Apt,Rachel,10/02/2019,100,"Brooklyn, Bushwick",2019
29730616,Large and bright bedroom 18 min to Grand Central,Private Room,Max And Kathy,04/07/2019,60,"Bronx, Mott Haven",2019
29731583,"Charming apartment in coveted Carroll Gardens, BK",Entire Home/Apt,McKenzie,27/05/2019,155,"Brooklyn, Carroll Gardens",2019
29731625,Sunlit Spacious Apartment in Brooklyn,Entire Home/Apt,Bree,25/05/2019,120,"Brooklyn, Crown Heights",2019
29733748,Chambers Queen - Modernist Room | Minutes from 5th,Private Room,Chamber Hotel,16/06/2019,191,"Manhattan, Midtown",2019
29736250,Elegant 1BR in Williamsburg by N√îM Stays,Entire Home/Apt,Nôm,24/03/2019,120,"Brooklyn, Williamsburg",2019
29736711,La Grand BnB near JFK,Entire Home/Apt,Portia,07/07/2019,485,"Queens, Jamaica",2019
29737168,Affordable Room near JFK,Private Room,Portia,23/06/2019,125,"Queens, Jamaica",2019
29738053,"Room near JFK, good for Cancellations and Delays!",Private Room,Portia,13/04/2019,125,"Queens, Jamaica",2019
29738205,Beautiful Private Small Room with 2 Beds,Private Room,Niko,18/06/2019,63,"Brooklyn, Bedford-Stuyvesant",2019
29738207,Charming Room 1 with 2 Beds Close to Metro,Private Room,Niko,23/06/2019,70,"Brooklyn, Bedford-Stuyvesant",2019
29738563,Cozy private room in the heart of Bushwick,Private Room,Antonieta,30/04/2019,50,"Brooklyn, Bushwick",2019
